Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,PTE Overall,TOEFL iBT no Bands Less Than,DET Score,More Info
UG,"Arts, Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BA in Management (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk5MDU3&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/management/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Arts, Journalism and Information","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BA in Media and Communication Management (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk5MDU5&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/media-communication-management/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Arts, Journalism and Information","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BA in Media Design (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTY4OTI5&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/media-communication-design/,Berlin,"Grade 12 with minimum 60% from a recognised institution. Student needs to submit digital portfolio with five to ten work samples, such as design examples, drawings, photo series, collages etc.","Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Arts, Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BA in Media Management (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk5MDU4&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/media-management/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Arts, Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BA in Music Management (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkzNDM4&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/music-management/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that student have an option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,Computer Science and Information Technology,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BSc (Hons) in Artificial Intelligence (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk4NTQ5&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/dtc-artificial-intelligence/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,Engineering and Engineering Trades,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BSc (Hons) in Software Engineering (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk4NTUw&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/dtc-software-engineering/,Berlin,Grade 12 with minimum 60% from a recognised institution.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct : 1 Sep, Mar : 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Arts, Computer Science and Information Technology","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BSc (Hons) in UI/UX Design (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk4NTUx&year=2026,Macromedia University of Applied Sciences,36 Month(s),"Oct, Mar",,"Major City, No Interview Required",201 in Webometrics Ranking of Germany National,"EUR 11,000",No application fee,Not found,http://www.macromedia-fachhochschule.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/macromedia-university-of-applied-sciences-ae86fd66.png,https://www.macromedia-fachhochschule.de/en/bachelor/dtc-ui-ux-design/,Berlin,Grade 12 with minimum 60% from a recognised institution. Mathematics is a mandatory requirement.,"Application fee is waived off for KC. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 699 is to be paid once at the start of the programme. The duration of this program is 6 semesters (36 months), after that students have the option to choose 7th semester at a partner university abroad. Applicants may be required to attend an online interview. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. The students are required to clear an internal online exam, which is free of charge.",No Test Requirement,"Oct: 1 Sep, Mar: 15 Feb",Last Updated on: 14 Nov 2025,72,6,5.5,,,,yes
UG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Bachelor of Science in Business Psychology (APS & TestAS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTIxNDg3&year=2026,CBS International Business School,36 Month(s),Sep,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 14,580",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/bachelor/business-psychology-bachelor-studium/,Cologne,13 years of previous education (Grade 12 + one year of Bachelor's degree in a business-related subject ) with minimum 60% from a recognised institution.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Mar: 15 Nov, Sep: 15 May",Last Updated on: 02 Jul 2025,83,6,5.5,,,,yes
UG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Bachelor of Science in Finance & Management (APS & TestAS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTAyNTcy&year=2026,CBS International Business School,36 Month(s),Sep,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 14,580",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/en/bachelors-degree-germany/finance-and-management/,Cologne,13 years of previous education (Grade 12 + one year of Bachelor's degree) with minimum 60% from a recognised institution.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Sep: 15 May, Mar: 15 Nov",Last Updated on: 02 Jul 2025,83,6,5.5,,,,yes
UG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",BSc in International Business (APS & TestAS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTM3NDEz&year=2026,CBS International Business School,36 Month(s),Sep,Mar,"Faster Offer TAT, Scholarship Available",207 in Webometrics Ranking of Germany National,"EUR 14,580",No application fee,North Rhine-Westphalia,http://www.cbs.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/cbs-international-business-school-a07d5633.png,https://www.cbs.de/en/bachelors-degree-germany/international-busine,Cologne,13 years of previous education (Grade 12 + one year of Bachelor's degree) with minimum 60% from a recognised institution.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Mar: 15 Nov, Sep: 15 May",Last Updated on: 13 May 2025,83,6,5.5,,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",B.A. International Business (TestAS & APS required) (Feb. intake),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkxOTA2&year=2026,Munich Business School,42 Month(s),,Feb,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 12,360",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/bachelor/bachelor-international-business,Munich,All students should have completed 13 years of education except for IB Diploma or Cambridge A-level students. Minimum 60% is required.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Students will spend one semester (of 2nd year) in a partner university. Tuition fee is mentioned for one year, the total tuition fee will be € 43,260. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Feb: 31 Oct,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",B.A. International Business (TestAS & APS required) (Sep. intake),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwMTcw&year=2026,Munich Business School,42 Month(s),Sep,,"Scholarship Available, Major City, No Interview Required",237 in Webometrics Ranking of Germany National,"EUR 12,840",No application fee,Not found,http://www.munich-business-school.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/munich-business-school-d1d33ed3.png,https://www.munich-business-school.de/en/bachelor/bachelor-international-business,Munich,All students should have completed 13 years of education except for IB Diploma or Cambridge A-level students. Minimum 60% is required.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 60 is waived off. Students will spend one semester (of 2nd year) in a partner university. Tuition fee is mentioned for one year, the total tuition fee will be € 44,940. There is an additional € 1,490 enrollment fee. TOEFL writing section score should not be less than 22. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 30 Apr,Last Updated on: 23 Jul 2025,85,6.5,6,56,20,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in IBA - Automotive Technology and Management (International Experience Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTM2&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",42 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 9,000",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-berlin.de/en/bachelor/degree-automotive-technology-management-leipzig/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 31,500. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. This program of 3.5 years duration (7 semesters) includes 6-month internship/semester abroad. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in International Business Administration (Fast Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQx&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",36 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 9,800",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-berlin.de/en/bachelor/degree-business-administration-leipzig/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. DET with overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in International Business Administration (International Experience Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQw&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",42 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 9,000",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-berlin.de/en/bachelor/degree-business-administration-leipzig/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Tuition fee mentioned is for 1 year, total tuition fee will be € 31,500. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. DET with overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Supply Chain Management (International Experience Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTQy&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",42 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 9,000",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-berlin.de/en/bachelor/degree-supply-chain-management-leipzig/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Tuition fee mentioned is for 1 year, total tuition fee will be € 31,500. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. DET with overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (Fast Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTM5&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",36 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 10,200",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. This Fast Track program is of 3 years duration (6 semesters). Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (International Experience Track) (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5NTM4&year=2026,"SRH Berlin University of Applied Sciences, Leipzig Campus",42 Month(s),"Apr, Oct",,"Scholarship Available, High Job Demand, Major City",287 in Webometrics Ranking of Germany National,"EUR 9,540",No application fee,Not found,http://www.srh-berlin.de/en/schools/srh-campus-leipzig/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-berlin-university-of-applied-sciences-leipzig-campus-c757d0ab.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Leipzig,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 33,390. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. This program of 3.5 years duration (7 semesters) includes 6-month internship/semester abroad. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 23 Jun 2025,87,6.5,6,59,,,yes
