Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,PTE Overall,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,PTE No Bands Less Than,DET Score,TOEFL iBT no Bands Less Than
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (Fast Track) - Heidelberg Campus (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjM4&year=2026,SRH University – Heidelberg Campus,36 Month(s),"Oct, Apr",,,,"EUR 11,300",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Heidelberg,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Students applying to SRH Hochschule Heidelberg are not required to obtain Test AS certificate to study in Germany. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 15 Feb",Last Updated on: 18 Sep 2025,59,79,6.5,6,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (Fast Track) - Munich Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjQ5&year=2026,SRH University – Munich Campus,36 Month(s),Oct,,,,"EUR 10,200",No application fee,Germany,http://www.srh-university.de/en/our-campuses/munich/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--munich-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Munich,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. This fast-track program is of 3 years duration (6 semesters). Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct: 31 Jul,Last Updated on: 18 Sep 2025,59,87,6.5,6,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (Fast Track) - Stuttgart Campus (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjUx&year=2026,SRH University – Stuttgart Campus,36 Month(s),"Oct, Apr",,,,"EUR 10,200",No application fee,Germany,http://www.srh-university.de/en/our-campuses/stuttgart/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--stuttgart-campus-fedb6dc2.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Stuttgart,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Students applying to SRH Hochschule Heidelberg are not required to obtain Test AS certificate to study in Germany. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 15 Feb",Last Updated on: 18 Sep 2025,59,79,6.5,6,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (International Experience Track) - Heidelberg Campus (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjM3&year=2026,SRH University – Heidelberg Campus,42 Month(s),"Oct, Apr",,,,"EUR 10,200",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Heidelberg,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. An integrated semester abroad at one of SRH's partner universities is also offered for this degree. Students applying to SRH Hochschule Heidelberg are not required to obtain Test AS certificate to study in Germany. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Tuition fee mentioned is for 1 year, the total tuition fee will be € 35,700. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 14 Feb",Last Updated on: 18 Sep 2025,59,79,6.5,6,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (International Experience Track) - Munich Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjQ4&year=2026,SRH University – Munich Campus,42 Month(s),Oct,,,,"EUR 9,540",No application fee,Germany,http://www.srh-university.de/en/our-campuses/munich/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--munich-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Munich,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 33,390. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct: 31 Jul,Last Updated on: 18 Sep 2025,59,87,6.5,6,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BSc in Computer Science (International Experience Track) - Stuttgart Campus (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjUw&year=2026,SRH University – Stuttgart Campus,42 Month(s),"Oct, Apr",,,,"EUR 9,540",No application fee,Germany,http://www.srh-university.de/en/our-campuses/stuttgart/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--stuttgart-campus-fedb6dc2.png,https://www.srh-university.de/en/bachelor/computer-science/i/,Stuttgart,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. An integrated semester abroad at one of SRH's partner universities is also offered for this degree. Students applying to SRH Hochschule Heidelberg are not required to obtain Test AS certificate to study in Germany. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Tuition fee mentioned is for 1 year; the total tuition fee will be € 33,390. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 15 Feb",Last Updated on: 18 Sep 2025,59,79,6.5,6,,,
UG,"Arts, Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Fashion Management (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg2NzE1&year=2026,Media Design University of Applied Sciences,42 Month(s),"Apr, Oct",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/fashion-management-ba,Berlin,Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 44,100. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 15 May 2025,,46,5.5,5,,,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Game Design - Art Pathway (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjE0ODEw&year=2026,Media Design University of Applied Sciences,42 Month(s),"Apr, Oct",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/game-design-bsc,Berlin,Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 44,100. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 22 Nov 2025,52,60,6,,,105,
UG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Game Design - Engineering Pathway (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjE0ODEx&year=2026,Media Design University of Applied Sciences,42 Month(s),"Apr, Oct",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/game-design-bsc,Berlin,Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 44,100. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 22 Nov 2025,52,60,6,,,105,
UG,Computer Science and Information Technology,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Information Technology - Artificial Intelligence & Data Analytics (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA4NTE2&year=2026,Media Design University of Applied Sciences,42 Month(s),"Oct, Apr",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/information-technology-bsc-artificial-intelligence-and-data-analytics,"Berlin, Düsseldorf",Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 44,100. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Asap,Last Updated on: 08 Sep 2025,,46,5.5,5,,,
UG,Computer Science and Information Technology,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Information Technology - Network Engineering & Cyber Security (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg4NjYx&year=2026,Media Design University of Applied Sciences,42 Month(s),"Oct, Apr",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/information-technology-bsc-network-engineering-and-cyber-security,"Berlin, Düsseldorf",Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 08 Sep 2025,,46,5.5,5,,,
UG,Computer Science and Information Technology,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Information Technology - Web Applications & Software Development (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg4NjYy&year=2026,Media Design University of Applied Sciences,42 Month(s),"Oct, Apr",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/information-technology-bsc-web-applications-and-software-development,"Berlin, Düsseldorf",Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 08 Sep 2025,,46,5.5,5,,,
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in International Business,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg1MDgw&year=2026,"Schiller International University, Heidelberg Campus",48 Month(s),"Sep, Feb",,"Faster Offer TAT, Scholarship Available",,"EUR 15,400",No application fee,Not found,http://www.schiller.edu/heidelberg,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/schiller-international-university-heidelberg-campus-4973a9da.png,https://schiller.edu/programs/bachelor-of-science-in-international-business/,Heidelberg,Grade 12 with minimum 50-60% from a recognised institution + online Interview.,Grade 10 + 3 years of diploma is accepted. IELTS/TOEFL is a mandatory requirement. Application fee is waived off.,No Test Requirement,"Feb: Asap, Sep: 04 Jul",Last Updated on: 26 Nov 2025,46,51,5.5,5,,95,
UG,"Arts, Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",BSc in Media Management (TestAS & APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg2NzE3&year=2026,Media Design University of Applied Sciences,42 Month(s),"Apr, Oct",,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/bachelor/media-management-ba,Berlin,Grade 12 with minimum 50% from a recognised institution + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Tuition fees mentioned is for 1 year, total tuition fees € 44,100. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 15 May 2025,,46,5.5,5,,,
UG,"Health, Life Sciences","Without English Proficiency, Without GRE, Without GMAT, Without Maths",Human Medicine Degree Programme (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgxNDUy&year=2026,"University Targu Mures Medical Campus, Hamburg (UMCH)",72 Month(s),Sep,,,,"EUR 34,800",EUR 595,Not found,http://www.edu.umch.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-targu-mures-medical-campus-hamburg-umch-eefbdb18.png,https://edu.umch.de/allgemeine-informationen/,Hamburg,High School with minimum 60% from a recognised university + Admission Exam Test + Motivation Interview.,"Please Note that the Application Fee, Enrollment Deposit as well as the Tuition Fee is Non-Refundable even in case of Visa Rejection. IELTS/TOEFL is not a mandatory requirement. An additional enrolment fee of € 4,500 is to be paid once at the start of the programme. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: Asap,Last Updated on: 24 Oct 2025,,,,,,,
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",Global MBA ( GISMA University of Applied Sciences) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTQyNzA1&year=2026,GISMA Business School Hochschule,12 Month(s),"Jan, Apr, Jul, Oct",,MBA Programs,240 in Webometrics Ranking of Germany National,"EUR 18,000",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/course/global-mba,Berlin - Potsdam,"Bachelors degree in any background of Science/Arts/Commerce with minimum 60% from a recognised university + 3 years work experience and admission interview For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement.TOEFL iBT overall score of 88 with a minimum of 13 in Reading, 12 in Listening,18 in Speaking and 21 in Writing is required. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,88,6.5,6,,,
PG,"Computer Science and Information Technology, Engineering and Engineering Trades","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",MEng Computer Science (GISMA University of Applied Sciences) -1 Year (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYxNDQx&year=2026,GISMA Business School Hochschule,12 Month(s),"Apr, Jul, Jan, Oct",,"Scholarship Available, Affordable University, Major City",240 in Webometrics Ranking of Germany National,"EUR 15,500",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/course/meng-computer-science,Berlin - Potsdam,"4 years Bachelor degree with minimum 60% in background of business, economics, social sciences, psychology, law, engineering, computer sciences OR 3 years Bachelors degree in business, economics, social sciences, psychology, law, engineering, computer sciences with 2 years of experience. For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement. TOEFL iBT overall score of 60 with a minimum of 8 in Reading, 7 in Listening,16 in Speaking and 18 in Writing is required. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,60,6,5.5,,,
PG,"Computer Science and Information Technology, Engineering and Engineering Trades","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",MEng Computer Science (GISMA University of Applied Sciences) -2 Years (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTYxNDQy&year=2026,GISMA Business School Hochschule,24 Month(s),"Apr, Jul, Jan, Oct",,"Scholarship Available, Affordable University, Major City",240 in Webometrics Ranking of Germany National,"EUR 12,100",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/course/meng-computer-science,Berlin - Potsdam,"3 years Bachelor degree with minimum 60% in background of business, economics, social sciences, psychology, law, engineering, computer sciences or closely related sciences. For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement.TOEFL iBT overall score of 60 with a minimum of 8 in Reading, 7 in Listening,16 in Speaking and 18 in Writing is required. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection.Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,60,6,5.5,,,
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available","MSc Business Management & Cybersecurity Double Degree Programme (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA2MTIy&year=2026,GISMA Business School Hochschule,24 Month(s),"Jan, Apr, Jul, Oct",,"Scholarship Available, Affordable University, Major City",240 in Webometrics Ranking of Germany National,"EUR 12,100",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/programmes/postgraduate/msc-international-business-management-double-degree,Berlin- Postdam,"Bachelor degree with minimum 60% from a recognised institution. For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement. This double-degree awarded by Gisma University of Applied Sciences and Kingston University London, United Kingdom. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,88,6.5,6,,,
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available","MSc Business Management & Finance Double Degree Programme (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA2MTIz&year=2026,GISMA Business School Hochschule,24 Month(s),"Jan, Apr, Jul, Oct",,"Scholarship Available, Affordable University, Major City",240 in Webometrics Ranking of Germany National,"EUR 12,100",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/programmes/postgraduate/msc-international-business-management-double-degree,Berlin- Postdam,"Bachelor degree with minimum 60% from a recognised institution. For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement. This double-degree awarded by Gisma University of Applied Sciences and Kingston University London, United Kingdom. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,88,6.5,6,,,
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available","MSc Business Management & Human Resources Double Degree Programme (TestAS waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA2MTI1&year=2026,GISMA Business School Hochschule,24 Month(s),"Jan, Apr, Jul, Oct",,"Scholarship Available, Affordable University, Major City",240 in Webometrics Ranking of Germany National,"EUR 12,100",No application fee,Northern European Lowlands,http://www.gisma.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/gisma-business-school-hochschule-a5fd0bcf.png,https://www.gisma.com/programmes/postgraduate/msc-international-business-management-double-degree,Berlin- Postdam,"Bachelor degree with minimum 60% from a recognised institution. For students from North India, it is mandatory to have minimum 70% in their previous education.","IELTS/TOEFL is a mandatory requirement. This double-degree awarded by Gisma University of Applied Sciences and Kingston University London, United Kingdom. For students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 Oct 2025,,88,6.5,6,,,
